Insult,Comment
0,"""See
0,"""I'm the same way.\xa0 I am terrified of doing my own brows. I've seen way to many ladies w. fucked up eyebrows to go down that path."""
0,"""""pretty sure"" don't cut it pal. \xa0Read his first book
1,"""_yeah_i_bet_you're_a_occupy_fucking_nigger!"""
0,"""I like Andys chances at the USO."""
1,"""JSMASTER\n\ngod youre retarded
0,"""@smlombardi http://t.co/oJNGIj8g"""
0,"""You are playing right into it's game.  Ignore the vegemite and it will go away."""
0,"""How many commenters are you maliciously impersonating tonight
0,"""my screen is stuck in the black screen help somebody"""
1,"""Why is it that you don't kill yourself you stupid fascist puppet?"""
0,"""Hey Brazile
1,"""Get the fuck out of my comment section you samurai jack lookin muthafucka."""
0,"""And the two posts below just proved out your first sentence."""
0,"""\xa3220 billion - well at least we covered the cost of the bonuses.\nIf anyone - yes
0,"""Why don't you just ignore this"""
1,"""you are a asshole for putting addicts down!!! why bash us!!! at least we have an excuse wats urz jackass!!!!!!!!!!!"""
1,"""shut up idiot go back to listening your chunti music\nmy parents are entrepreneurs who make millions a year\nmy rooms costs more than all of your families homes\noh wait
0,"""did anyone else shit themselves after 1:37?"""
0,"""Type your comment here.sfsdfasdfsad"""
0,"""you are just jealous. You and your friend don'tknow nothing about them."""
0,"""Forget about gta v
1,"""A couple of greedy
0,"""Apparently you think Barrack is doing a bang up job ! \\xc2\\xa0The fact that he inherited a sick economy brought on by the democrats
0,"""Park is recognized and should go to bed."""
0,"""..............RON PAUL....is SCARY WRONG......"""
0,"""WE ALL KNOW THEM JESUS FREAKS ARE THE BIGGEST FREAKS IN THE WORLD! (SEXUALLY)"""
0,"""Remove your white hood so we can see your face
0,""">A fully reserved Tyranid army built right can indeed exploit the current Internet meta lists.\\n\\nHow? You make this claim several times but don\\'t present any kind of strategy
0,"""Are you watching a Quantum Leap marathon?"""
1,"""Go to hell you old bastard"""
0,"""We need a government
0,"""At least you're sticking to your guns.<br>"""
1,"""It was his idiot parents
0,"""Anytime liberal parrots come here claiming that Fox News isn\\xe2\\x80\\x99t fair and balanced I want to ask who CNN
1,"""ah
0,"""money diggin bitch !! she looks like a rat"""
1,"""Yeah life a programmer behind the keyboard do me a favor no really I really need you to do me a favor alot of people think diffent than you do but since you want to come out your face tough computer screen guy do me a favor and suck my dick ok no beat it cock sucker.\n\nDoc"""
1,"""you is shit"""
0,"""even if the bucks won the nba
0,"""Damn straight my friend
0,"""I'd rather have an old
0,"""@christopher_m there are lots of animals in trouble"""
0,"""i believe the vikings offered Gurley a roster spot last season. he choose to stay on the GB practice squad. im no pro scout but if another nfl team wants to sign him
1,"""You were born a bald-headed freak."""
1,"""Rob...you're one pathetic asshole...and ""libs"" aren't responsible for that."""
1,"""Moronic statement pea brain.  There is no pledge to be respectful to the commander in chief.  I was still in
0,"""You're missing the point of the post
0,"""Beautiful
1,"""Go away
0,"""She can spew 'True Lies' because DemonCrats are Fuckin' Retarded
0,"""OOOOOOOOOOOO...... OH.........ooooooooooooo.....Do your little wrists flap when you post? HUH? \xa0 \xa0Hmmmmmm?"""
0,"""madonna is the world's best singerr for everrrrrrrr and everrrrrr\n\xa0go fuck yourself you stupid ugly copy cattttt \nbillboard listed madonna #2 only after the beatles the gretest singer of all time so gaga and little monsters go fuck yourselvesss ha ha ha ha youre copy cat will never reach any thing like this ha ha ha ha"""
1,"""You are a sad
1,"""That guy is a real fuckstick."""
0,"""Jason terry and manu ginobli comes off the bench but there the 2nd best players on there team so whats your point?"""
0,"""Ah
0,"""Kevin: And Alessandra
0,"""@SaintMarty Kovachoo was playing tonight?"""
0,"""it won't be as dramatic as that... I mean we england fans who go to   Poland have been given the safest guarantee that we won't stay long   there anyway
0,"""How do you account for the well thought out plans being pursued in Germany today under the influence of green ministers in particular?\xa0 \n\nI think you are drawing a caricature - not very convincing."""
0,"""DO YOU BELIEVE THAT YOU ARE BETTER THAN FORAN? YOU LOST TO THEN 3 TIMES!!!!!!!!!!!!!!!!!!!!"""
0,"""@londonmum\xa0 Go out for another cigarette.\xa0 You are having nicotine withdrawal"""
1,"""Really
0,"""Lucky that these COWARDS were caught ! Shame on them and shame on thier family and friends who helped them. There is one place for criminals like these GTMO!"""
0,"""\\xc2\\xa0\\n\\xc2\\xa0WOW\\nWhat a fact filled thought provoking well reasoned rebuttal.\\nYou sure disproved my post word for word.\\nIn fact you changed my opinion on gay marriage.\\n\\n/sarcasm off\\n"""
0,"""The only fun games for Kinect are Dance Central or some mindless party game when you have people over and you are all drinking.  Nothing else about Kinect is fun."""
0,"""\\xc2\\xa0Are you serious?\\xc2\\xa0 Breaking and entering
1,"""You are a piece of shit mr e=mc2!!\xa0\xa0 I hope you get shot in the face next time you and your fellow gang members break into someone else house.\xa0 SCUMBAG!!!"""
0,"""No
0,"""Are you retarded faggot?? lol\n\nIf you are blind and dont use widgets
0,"""Come back to reality
0,"""Ya well thanks to you posting that I lost a big reply I was making to 2veritas2. lol Such a stupid forum."""
0,"""Regardless. They can't ban you for something other people are doing."""
0,"""fucking russians"""
1,"""Hey all
1,"""You are such a creep.\xa0 Go back to cooking."""
0,"""Ron Paul isn\\'t looking to ""win"" the nomination.\\xc2\\xa0 He is trying to get enough delegates so that he can gain a seat on and have some influence over the GOP platform committee.\\xc2\\xa0 Like his supporters
1,"""jay is a bitch w no clue fuck that weak nigga. he probably got slept like that before"""
0,"""He also identified the unit that took out Ben Laden.\xa0 When asked
0,"""The british public are something else
0,"""A \u010do\u017ee ona nemala papu\u010du
0,"""I think this could be a very interesting twist.  This has never been done before."""
0,"""....oh fuck what an amazing cock its soooooooo dam big and a perfect foreskin one of the best dicks Ive ever seen"""
0,"""If you mention
0,"""Our concern is the deception and lack of candidness. Accuser Larry Sinclair
0,"""Envy is not an American Value.\\n\\n\\n\\nI saw the article as well as others talking about obama\\'s budget \\ncontaining roughly $2 trillion dollars in new taxes and fees.\\xc2\\xa0 It got me\\n thinking about how many billionaires we\\'d have rape to pay that - yes \\nrape is the correct word; forcibly taking from people who\\'d legally earned\\n the money they were still supposedly allowed by law to own.\\xc2\\xa0 \\n\\n\\n\\nIf we took every single copper penny from how many billionaires....how \\nmany would it take to come up with a total equivalent to the $2 trillion\\n dollars.\\xc2\\xa0 So I started adding up the wealth as reported in Forbes 400 \\n""The Richest People in America"".\\xc2\\xa0 It\\'s more than I counted.\\n\\n\\n\\nIf we took every single penny of money from America\\'s top 114 wealthiest\\n Americans
1,"""YO MORON
0,"""espn ranked him #1 best player in nba"""
0,"""Once again I give a ""tip of_the_fuckyou_hat"" to_Faux_""News"". \xa0So
0,"""Thank you for your interest in the MIZZOU brand
0,"""@JasonHairyDawg Why arent we doing this if it is an option?   Our schollys are 99 percent of the time good for four years anyways and it seems like it would be a huge advantage to us in recruiting over the likes of ALabama
0,"""Cheney
0,"""Good man! If you're going to do something wrong do it right! People say that swearing suggests a limited vocabulary
1,"""Shut the fuck up you ignorant troll"""
0,"""Cadge me a fin.\xa0I'll pay you back."""
0,"""noone forced you to stay there when the burnouts were happening"""
1,"""bitch stfu u fuckin clown\\n"""
0,"""SADDAM WAS INSTALLED BY THE US. He was even encouraged to attack Iran
0,"""Ky
0,"""""isane""? Republicans want to cut funding for education. You must like that idea..."""
1,"""FUCKOFFashreduxagain...you know full well Obama is abusing his power. Prosecutorial discretion is based on an exception one on one basis as they come up. To hand out blanket amnesty to pander to the hispanic vote and then try to hide behind this executive power is abuse and YOU KNOW IT!!"""
1,"""""You are racist.""\n\nJamele Hill"""
0,"""It's an immutable fact of life that when politicians and their ""civil"" servants
1,"""coming on here to hate? get a fucking life this is straight fire you dont like it your a pussy"""
0,"""One has to remember that all the people were adults.\\xc2\\xa0\\xc2\\xa0Most of \\xc2\\xa0these ""poor"" stars that are at risk are adults.\\xc2\\xa0 I do not feel sorry for any of them that have all that money and wish to blow it on drugs while many of the rest of us are trying to make ends meet.\\xc2\\xa0 You can say they were adicted but I am sure in most cases noone held a gun to their heads while they held a crack pipe to their lips.\\xc2\\xa0 We as a nation spend too much time worrying about these spoiled individuals.\\xc2\\xa0 Just sayin"""
0,"""Problem is we are loosing our choices due to beurocracy. islamisten do not have a bureaucracy they just act and organize later boy we are killing ourselves and we dont knowit"""
1,"""Its kind of frightening knowing dbags like you exist."""
0,"""NO BC
1,"""fuck you all to hell"""
0,"""Credit 2 the photographer 
0,"""Please reply about Israel's nuclear weapons. Do you deny that they exist"""
0,"""Me acord\xe9 de \xe9ste:\nhttp://profile.ak.fbcdn.net/hprofile-ak-snc4/161968_314983278564179_1189018131_s.jpg"""
0,"""IF THE DIRECTER CAST RANBIR KAPOOR FOR BLOODY VEER - THEN THEY SHOULD CHANGE THE NAME - FROM BLOODY VEER TO BLOODY FUCKER BECOS RANBIR IS A BLOODY FUCKER - YES RANBIR KAPOOR TAKE VIRGIN BLOOD OF A VIRGIN GIRL \xa0- LIKE A VAMPIRE BUT - HE ALWAYS TAKE A VIRGIN GIRLS BLOOD - NOT FROM HER NECK BUT TAKE IT BY FUCKING HER VIRGIN HOLE(VAGINA) ...............................RANBIR ( DHELA CHARECTER ) KAPOOR SIMPLY ENJOY - FUCKING VIRGIN HOLE AND ENJOY TO WATCH THE VIRGIN BLOOD WHICH CAME OUT FROM THAT VIRGIN HOLE..........................................POOR GIRLS.....................................................SO I THINK -BLOODY FUCKER IS THE PERFECT NAME FOR THIS FILM..................IF THEY CAST THIS BLOODY KHANDANI FUCKER(RANBIR KAPOOR)..........................ALL THE BEST FOR THE FILM."""
0,"""Most bankruptcies take months or years to resolve.  GM's took a few days."""
0,"""I don't get. This\xa0 me in the video and I don't understand what me sucking my thumb has to do with daddy issues. I think just a bad habit. That I enjoy doing. A lot ppl have them probably most of you commenting on this video. So FUCK all you hoes lol."""
1,"""You need to shut your pie hole and go away. You suck."""
0,"""i think liam you should watch pat condell and maybe learn abit more about this faith......................."""
1,"""god
0,"""Interesting story on the Canadian prime minister's reaction to a nude painting done of him\nhttp://www.iol.co.za/the-star/art-helps-to-expose-the-naked-truth-1.1305811"""
0,"""I have never seen Mike so genuinely messed up before. Here
1,"""Hey idiot
0,"""@meiguorenzaizhongguo I make no sense?! R u kiddin me?! Stick it to u're opinion
0,"""Roman caught my attention last year at the ims
1,"""Welcome to the crowd fellow idiot."""
0,"""@hoconnor208  Love it! Dirty Harry and the Chicago Thug against the pasty fat boy!\\\\n""This .357 could blow your head clean off."""
0,"""\\xc2\\xa0Its a good thing the Republicans are licking Obama's feet."""
1,"""atm55....your words are those truly of an ignorant person"""
0,"""I just Laugh at some of you trolls saying Weaver faked it. It just shows how little you know about baseball or sports in general. I bet you have never even picked up a baseball in your life"""
0,"""At the beginning of the season if you send him down
0,"""@gsj2001@jloomis3 I dunno- I heard he was a real bitch as an editor."""
0,"""""If that same person were a Republican fundraiser
0,"""Oh at least the military WORK for their money how about all those on public assistance who won't work
0,"""My balls fucking itch."""
1,"""The name jacker is such an idiot"""
0,"""They got it before Carter turned Iran over to the radical mudslimes."""
0,"""STFU
0,"""So they refuse to retract a letter- based on a lie- from the guy they hate- for lying to the American people? That is disturbing
0,"""1) 2) 3) 4) 5) 6)  stop with the stupid numerical stats
0,"""And the Heat shot 5-25 on 3's and still won by 14. So let's not act like the Heat played at their best either.."""
0,"""THE TOMBSTONE....... THE HEARSE....... THE STAKE PIES .......\\n\\nARE ORDERED...OH WELL IT WAS GOOD WHILE YOU LASTED......\\n\\nLMFAO.....HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA"""
0,"""Those on the inside made more money while most investors took it in the shorts.  Ever feel like someone is pulling the strings?"""
0,"""i'll give her more credit than i will any other right whinger.\xa0 she stands by her stupid
0,"""It's pretty meaningful when it is the highest ranking government official
1,"""more like he turn yo ass into a carnival ride
1,"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT"""
0,"""Have any one ever seen dude in a fuck flick? \xa0I wonder if he fucks around or not. \xa0All I see him in are jerk off flicks."""
0,"""@dale0987654321 @TinaDexler NUMBER FIFTEEN
0,"""shisui was born after tobi gave nagato the rinnegan......so thats a hopeless case."""
1,"""you are sickening and pathetic !!!!!!!!!!!!!!"""
0,"""@jwoude23\xa0\xa0@Rourke needs to give me a fucking like\xa0eh i never got into them. i'm waiting for Lollipop Chainsaw to drop in price that game looks so bad it has to be great"""
0,"""@Ar_RIHANNA you will regret it if you dont lol"""
0,"""@Dan_tm But he's so ugly!"""
0,"""Don\\'t really care if she\\'s a billionaire\\'s daughter (so is Lady Gaga btw- for those of you who think she identifies w/ ur struggle!)
1,"""Apparently you are too stupid to even watch a video and get it right. For your desperately needed information
0,"""That and 3.50 will get you a cup of coffee at Starbucks"""
0,"""Go Rox!....Make it 3 in a row tonight!"""
0,"""then you are a Thief Justice apologist Pabaon General !"""
1,"""Your are an idiot"""
0,"""Compared with the USA
0,"""oo shit nice :D"""
0,"""They'll probably get the signatures (stupid churches). Would be awesome if the\xa0referendum\xa0does lose. That more than anything will show things have changed."""
1,"""Hows your mom's basement doing?"""
0,"""@K.Moss Shred them into tiny pieces
0,"""Stick to Santorum.  Your obsession with his wife makes you look like an ass.\\n\\nThere is plenty to pick on with him.  He is as big a freak as you are"""
0,"""You know you're struggling when Descalso hits a homer off of ya.....yikes!"""
0,"""Amen.  Now that problem is solved."""
0,"""Please let us know who is logged on and where you are viewing from."""
1,"""and you arent as much of a loser as them? \ni say you are just about worse"""
1,"""Damn it Nicole
0,"""When you're storming the field after pulling out a win against USU ( at home) you know your program is in trouble."""
0,"""Where are you going with this?"""
0,"""http://yo.assbag.go-fuck.yourself-bitch.on-facebook.you-stincky-hoe.now.click-motherfucker.com"""
0,"""here is your boy sander"""
0,"""Hey
0,"""BBU
1,"""Smacked by who? You coonass boys sure are corny."""
0,"""@JonKlimasIsNOT_A_BRONY\xa0\xa0@JenBroflovski\xa0\xa0@SaintMarty\xa0Deal! \xa0Wait....... damn."""
1,"""Oh bore off you Stupid twat !"""
1,"""Not sure if you are joking or just dumb/have no knowledge in comics."""
0,"""Etan you are amazing your wife is very Lucy"""
1,"""Uh Guest
0,"""Franklin street #fuckwitme"""
0,"""Guess how they got the money to buy such ""lavish"" tributes."""
0,"""Have worked in kitchens when body piercings are banned\xa0because of the potential danger of piercings falling off into food and the possibility of setting off heat sensors. Is\xa0 food safety a Victorian policy"""
1,"""No she is not a toad but you are a libturd!"""
0,"""Aw
0,"""@Lost Ones @Old Man Game Don't get me wrong
0,"""I'll take your word on it."""
1,"""Captain
0,"""You tell 'em Max!"""
0,"""THEY FUCKING KILLED IT!!!!\\n\\nGO HYO GO HYO!!!!"""
1,"""Yes my filthy little lefty troll....both you and barry have just proven my point!"""
0,"""Why are you here?"""
1,"""None of that has to do with class\nListen to Serena--classless--horrible human being\nNadal does give his opponent credit--unlike Serena."""
0,"""@CassandraBlack sorry bout misspelling your name too btw! Gina Gina Gina!! ok
0,"""Kwaartz - do yourself a favor.  Go to Africa and look at the cultural achievements there  before the white man came: no wheel
1,"""Please don't you are an idiot"""
0,"""What are you going to do
1,"""FUCK ALL HEAT HATERS.YALL CAN SUCK MY DICK 
0,"""jackson and westbrook together worked well i thought
0,"""They wont unless people like you stop coming on here to whinge."""
1,"""oh
0,"""I LOVE TOP to death
0,"""And....you know....being on probation."""
1,"""Die you bloated sack of cow shit"""
0,"""""A man threw his intestines at police.""\n\n""And rectum?""""No
1,"""dan_amd\n\n\n\n\nYou have realy no clue on every single idiotic comment of all your posts.\nWE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.\nPlease crawl back then in the fat ass of your gay loving buddy charlie\ndemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\n\n\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
0,"""CITY WERE SO LUCKY DEFOE SHOULD HAVE GOT THE WINNER BALOTELLI SHOULD HAVE BEEN OFF !!"""
1,"""You are a born m o r o n."""
1,"""Then don't watch it loser."""
0,"""Escobar is not an All-Star. Not even close. Asdrubal is 10 times better. To think Escobar is better is stupid. He is a decent SS at best. 1 homer and 13 RBI and a terrible strikeout to walk ratio. Bruseki is an idiot."""
0,"""Pujols is gonna bomb this one to Center. Book it!"""
0,"""Im-fuckin'-POSSible!\xa0\xa0\xa0 I thought I knew JayJay Mohr but I don't know shit!"""
1,"""That's because you're all morons."""
0,"""As always you said it succinctly. It is Santorum\\'s continued integrity that makes him worthy of a conservative vote. Should he lose because he did not compromise his values
0,"""I assume that you are trolling? I can't see any other reason for your post."""
0,"""@lastminutemandy I think hallucinations could make for a very interesting feb of writing for you!"""
0,"""Well nothing is torn so I don't get how much more injured someone can be. I think the Rangers are just being really cautious with Feliz"""
1,"""grrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr i hate that motherfuck her dad need\xa0 to be burned at stake"""
1,"""Gee whiz ryan is your dik that small? Maybe you should invest in some of that dik extender instead of a new computer. You are nothing but a keyboard warrior."""
0,"""I don't understand? Dodger stadiium has been a problem for quite some time now...I live in Cali and know all the problems that surround dodger stadium! Too many gang bangers and not enough fans!"""
1,"""hey dick lick you don't know me i go to all the ufc fights i know what goes down most of the fighters hate fighting for the ufc because their under paid so you think i don't nothing you mexican princes screw you and the dick you ride on\\xc2\\xa0"""
0,"""Maybe you need a better trained guy"""
1,"""Yeah
1,"""And you are the one who daily licks it out."""
0,"""Yet you know Mama Manzo is
1,"""Go suck gay boy Brocks filthy-cock."""
0,"""Why the hell would you need extra storage?\n\nThats the same like asking
0,"""It is one of the few things the Federal Government is Constitutionally SUPPOSED to pay for."""
0,"""you are so funny"""
1,"""thats is complete bullshit because black people arent the only people that can have soul you sound ignorant as \xa0shit whites struggle to im black i have many of white friends thjat had it rough growing up so if you really belive that white cant relate c'mon now"""
1,"""You're an uniformed idiot
1,"""Im talking present you moron lol."""
0,"""These ARE indoors. Glossy sucks everywhere."""
0,"""If you think Obama has any chance at winning your as delusional as you were thinking Scott Walker was going to lose."""
0,"""Would someone please send this guy a blow up doll of Obama with a 55 gallon drum of KY and be done with it . . .\\n\\n\\xe2\\x80\\x9cI\\xe2\\x80\\x99m doing fine\\xe2\\x80\\x9d\\n\\n\\n\\n- President Obama to Northern Virginia Community College students.\\n\\n\\n\\nFebruary 13
0,"""Well
0,"""Unless it was the world wars war is now and always has been fought my the poor and disenfranchised it is simply the way society wroks"""
0,"""i just want to know why billboard did not post my comment. seriously? and all of these negative comments are on this blog. screw you!"""
0,"""You aren't Zobiana's Healing Temple for one thing because I am.....so I guess we know who the friggin' liar is here asswipe.\xa0Luana is lucky to be far away from that nasty Perry family and considering that DP is an abusive POS and thief as well\xa0 it is probable that the whole famiy is a creepy mess.\xa0 I am starting to hear banjos playing just thinking about those nasty Perry people."""
0,"""So beautiful
0,"""Have fun Roger
0,"""It's not that serious! It's just a swimsuit pic it's not like your posing for porn ppl! Ugh y'all kills me"""
1,"""Apparently so are you
0,"""Truer words have seldom been spoken. You are the voice of reason."""
0,"""So Ladd you are not at working writing on this blog
0,"""You are different
1,"""<STRONG><A>YOU ARE A MEAN SPIRITED AZZHOLE.  POSTERS HAVE ASKED YOU TO STOP THIS!!!!  NO WONDER EVERYONE ON THIS BLOG HATES YOU!"""
0,"""The collapse is now very near
0,"""Aren't you?"""
0,"""What woud he do...shoot him?\xa0 Proud example indeed."""
1,"""If I could find you..the correct term for your filty-h0m0 life would become....extinct."""
0,"""Those who feel that this is a great joke have obviously never been the victims of rape
0,"""Wow Paul
0,"""Maybe they will change it tomorrow.\xa0 I thought they might do it tonight but I guess not......"""
0,"""your wife is a loon
0,"""My mother-in-law is on the loose again. She loves wallabies!"""
0,"""Again:\xa0 I wouldn't count on it.\n\nAnyone who continues to support the current empty suit is either totally deluded or a_traitor."""
0,"""A Nickelback riot is when their two fans get into an argument."""
0,"""I have a friend who lives in Thailand.  This bomber was trying to blow up a school full of INNOCENT children!  He got his legs blown off as a result of his (thankfully) failed attempt."""
1,"""you are retarded"""
0,"""Must be nice having umps on your team."""
0,"""I love news such as this because it scares off all of the trolls. Even they will not try to defend something so blatantly wrong. Then again
1,"""@FUCK:disqus\xa0YOU CNN FAGGOTS."""
0,"""FUCK OTR"""
0,"""Let's see your girl's set."""
0,"""Panetta is kissing Obamas ass
0,"""egypt will either have an Islamist or a high up from the last dictatorship as president
0,"""@Rourke needs to give me a fucking like\xa0you mean Polenta?"""
0,"""Then it's a duck
1,"""Or a flaming queen like Gheyrooster!"""
0,"""i just remembered the two countries called SODOM AND GOMORRAH
0,"""Co je to za stupidn\xed ot\xe1zka !!!!\nTo nen\xed nic lep\u0161\xedho
0,"""Definition of WRESTLING stupidity...take the most gifted and technically sound female WRESTLER you have and make a joke of her in a backstage skit about farting. Am I the only person that thinks it's time for a mass firing in the Creative Team much like WWE does with their talent that aren't performing to expectations? If it happened 3 times a year with the staff like it does with the talent you can pretty much guarantee these guys would get their heads out of their asses and put better material on TV than this."""
0,"""Oh Sally
1,"""fuck off
0,"""i\\'m directing this comment only to the my fellow chelsea supporters.\\n\\ni for once agree with AVB. I think he should be strict with these big name players. If you are manager of this team you need to be strict. Avram Grant was too soft. Scolari too soft. Ancelotti in his 2nd year too soft. Are they still our manager... no. By time we have a manager that does things his own way and not play to their tune. At least he can (if he is sacked) say he did things his way
0,"""Get Gungnir and Growlanser: Wayfarer of Time and you'll be touching your PSP all summer."""
0,"""@gdlow The fact that he was picked in the 7th round should have no bearing on the decision. He was stuck behind JaMarcus Russell for three years and his stock drop was strange to say the least. Irrelevant through
0,"""Other than the old USSR
0,"""@MattWestcott\xa0funny because Apple employees (me) are told to say OS TEN...not OS X like you are trying to elude to. in fact
0,"""Jesus Christ
0,"""If Romney gets a\xa0first\xa0term we will be in exactly the same spot
0,"""Thanks Curtis
0,"""Can you show a photo of her being fat?"""
1,"""Decapitate? \xa0The helmet hit him in the ass...where ""your"" head is!"""
1,"""You`re a sad excuse for a human being."""
0,"""No. What's finally going to end this bullying bullshit is holding the parents financially responsible for the acts of their darling little miscreants.\r\n\r\nWhen they start laying&nbsp;whopping fines at the feet of the parents of the child doing the bullying
1,"""Your pussy. Stop hitting woman and fight me bitch ass nigga"""
0,"""Thanks for your service
1,"""Don't forget to add that she inspired a troll such as yourself to chime in.... now go back under your bridge and behave yourself."""
1,"""No one on the left wast's an all encompassing government
0,"""You have suck a knack for the spoken word!"""
0,"""What about a taxpayers bonus???"""
1,"""Bitch you digraced the whole nation.. Now wait for the whole Pakistan to bombard you with their precious comments! Fuckin FRAUD!"""
1,"""They can buy and they can apply for residency just like any other person. So shut up you ignorant fool."""
0,"""Have you had this yourself?"""
1,"""Yea because I waste my time\xa0documenting\xa0your lunacy. Sorry dikhead we all know you and what you post. Unlike you we don't suffer from ADD"""
0,"""The Miami heat are 2012 NBA Champions...."""
0,"""i refuse to comment on a nigga hairline who is worth 9 figures might be 10 b4 its over with can fuck yo bitch and make yo watch with that kind of money that nigga can grow a s curl and still do what he wants with that kind of money"""
0,"""Have you told your dem friends that you are upset they chose a Mormon to lead the Senate for them?"""
0,"""Your team has the nastiest trash talker ""KG"" in the NBA and now he is crying because LeBron said
0,"""i personally like http://dankcovers.com :D"""
0,"""@Aramis Tho No
1,"""You are literally like a robot creation from my nightmares. Do they have you on drips feeding all this utter horror into you.\n\nLet's hope we never meet
1,"""he weak ass fuck"""
0,"""Campbell
0,"""What is the basis for your argument? \xa0It surely can't be solely the misplaced 'only'. \xa0Have your children had bad experiences in American Schools? \xa0I ask simply because you must be practically an expert on education in the United States in order to make your comments with such confidence."""
0,"""The American commerce system runs on sex. It's used to sell everything from condoms to condominiums. You'd think
1,"""your a fucking toolbag. Why do you think there is a menu? So you can order what they fucking make
0,"""I know thanks for pulling them."""
0,"""What do you suggest."""
1,"""O.o some of you fucks who post in this board are retarded. The Waste are fucking awesome! And that show was sick! Fucking internet troll pricks."""
0,"""sakuras a little fake bitch. i love seeing hinata and naruto together."""
0,"""When you die your hair still grows for a couple of months."""
0,"""@Afrika Bambaataa @skywaker9 (David) Portland will win by 10."""
1,"""LOL!!!! Read the ENTIRE paper REIDtard. Typical poorly educated LIBIDIOT."""
0,"""How would you prove you are a citizen?\n\nA Birth Certificate?"""
1,"""and you are a MORON."""
0,"""Fox Isn't required to provide a Blog Spot for Anyone....It's their Option if they choose...."""
0,"""LOL
0,"""Mittens? How old are you?"""
0,"""Okay
0,"""If you have to ask
0,"""@TheFandangler\xa0Yep. I never mentioned the Penguins at all. Not once. In the entire post."""
0,"""""KEVIN DURANT IS TOO SKINNY""\n\nSHAQ"""
0,"""many he was pretty good at first all last year. he does not have to make many throws from first. and thats his weak point. he was great at catching the ball. which is the main job at first."""
0,"""Well
1,"""Victor Moore you are one dumb ass writher or you are smoking some bad crack. WTF suck hawks nock off the NINERS. WTF. dude buy some good coke. Stay off that bad shit...DUDE are you hanging with Bobby Brown. Dang...."""
1,"""lmao oh yeah? please tell me how the fuck i'd be ""rigging the polls faggot"". maybe if your ass wasn't so dumb youd think of ways to get people to vote your shitty music 5/5. heres two that have apparently been working: make an event on facebook with directions to vote
0,"""just follow the CAP words and you will find the way.\ngp53132 is out standing AT the roadside in the HOT sun waiting for the MAIL to .COMe bringing new friends to the group."""
0,"""Dilfer > Marino\n* sarcasm alert"""
0,"""Yeah same here. \xa0He seriously turns me the fuck on everytime I watch one of his videos."""
0,"""I will point out Observer - because you didn't like how I responded YOU chose to start with name calling ie. ""moron"" and then you wonder why everyone is disrespectful......... It all starts with each of us to monitor ourselves"""
0,"""my family has been in maine since the 1700s\xa0 care to choose up sides and see who the ""real"" mainers are?\nand trash? it's usually trash (and uneducated) that\xa0 are such abysmal spellers"""
0,"""Yep
0,"""OMG!  SO FUCKING STOKED!"""
0,"""What a very\xa0fulfilling life you have at 33 - trolling other teams' sites to talk trash."""
0,"""#FuckTrolls"""
0,"""I also havee an objection to MY MONEY being used to offset THEIR POLLUTION.  Fuckwits."""
1,"""LOL you failed as well....People need to learn to stop correcting others for a minimal grammatical error considered irrelevant
0,"""I'm longing for a secular humanist President."""
0,"""Respectfully
0,"""Obama doesn't care about Latinos
0,"""Can you upgrade the ram and change out the battery yourself?"""
0,"""Thank you
0,"""You and your wife never cried when your first child arrived then?"""
0,"""doug
0,"""Self defense? That little girl must pack a mean punch!"""
0,"""because they are more civilized than that...mostly"""
0,"""Very true
1,"""you truely are a dumb*** hilly i never said it was great i said #8 all time your just stupid aint you."""
1,"""schoolswot\n\nNo its just smug idiot left wing hypocrites that I despise. It is just unfortunate that there are so many of you about."""
0,"""I do know
0,"""Wenger cos he only ever won a trophy with players he did not buy
0,"""I'm probably being a cynical minny here but
0,"""Good for you. I hope you realize that we here in BC do not miss you. You should consider making where ever you are your permament home."""
0,"""Are you serious?"""
0,"""In Thailand
0,"""jacc: What branch were you in?"""
0,"""i know u can give the best to liverpool suarez. don't worry
1,"""oh god!!!  grow up you sad little loser!!!!"""
0,"""Actually
0,"""You are lucky they did not take your child...you would be still fighting the system to get him back!\xa0 IT really is broken
0,"""Holder is the lying sob you want
0,"""banks are
0,"""Ummmm... the Heat run sets on offense
0,"""Nice video
1,"""so its sad you idiot.  Ray is one of the best pure shooters... so dumb"""
0,"""He shouldn't have sign the contract requiring him (like others) to sing the national anthem in the first place."""
0,"""El mejor equipo perdio esta noche
0,"""One of Santorum's goals as president would be to annul all previous gay marriage and ban all insurance companies from covering contraception. Are those the priorities of unemployed Americans?"""
0,"""Here it is
0,"""that's always an excuse ""maybe they are not wonderfuls or any other fandom"" i mean why can't you accept that in every fandom there are these crazy ones
